Suburb,Offence Level 1,Offence Level 2,Month,offence_count,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,avg_lag_3,std_lag_3,holiday_days,month
KILBURN,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-03-01,15,7.0,6.0,7.0,10.0,6.0,10.0,12.0,8.0,12.0,12.0,14.0,10.0,6.666666666666667,0.5773502691896258,4,3
KILBURN,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-04-01,12,15.0,7.0,6.0,7.0,10.0,6.0,10.0,12.0,8.0,12.0,12.0,14.0,9.333333333333334,4.932882862316248,2,4
KILBURN,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-05-01,2,12.0,15.0,7.0,6.0,7.0,10.0,6.0,10.0,12.0,8.0,12.0,12.0,11.333333333333334,4.041451884327381,0,5
KILBURN,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-06-01,5,2.0,12.0,15.0,7.0,6.0,7.0,10.0,6.0,10.0,12.0,8.0,12.0,9.666666666666666,6.8068592855540455,1,6
KILBURN,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-07-01,9,5.0,2.0,12.0,15.0,7.0,6.0,7.0,10.0,6.0,10.0,12.0,8.0,6.333333333333333,5.131601439446884,0,7
KILBURN,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-08-01,5,9.0,5.0,2.0,12.0,15.0,7.0,6.0,7.0,10.0,6.0,10.0,12.0,5.333333333333333,3.5118845842842465,0,8
KILBURN,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-09-01,7,5.0,9.0,5.0,2.0,12.0,15.0,7.0,6.0,7.0,10.0,6.0,10.0,6.333333333333333,2.309401076758503,0,9
KILBURN,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-10-01,4,7.0,5.0,9.0,5.0,2.0,12.0,15.0,7.0,6.0,7.0,10.0,6.0,7.0,2.0,1,10
KILBURN,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-11-01,15,4.0,7.0,5.0,9.0,5.0,2.0,12.0,15.0,7.0,6.0,7.0,10.0,5.333333333333333,1.5275252316519465,0,11
KILBURN,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-12-01,5,15.0,4.0,7.0,5.0,9.0,5.0,2.0,12.0,15.0,7.0,6.0,7.0,8.666666666666666,5.686240703077327,2,12
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-07-01,20,35.0,72.0,50.0,38.0,35.0,35.0,39.0,41.0,47.0,34.0,55.0,50.0,52.333333333333336,18.610033136277146,0,7
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-08-01,31,20.0,35.0,72.0,50.0,38.0,35.0,35.0,39.0,41.0,47.0,34.0,55.0,42.333333333333336,26.764404221527766,0,8
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-09-01,46,31.0,20.0,35.0,72.0,50.0,38.0,35.0,35.0,39.0,41.0,47.0,34.0,28.666666666666668,7.767453465154029,0,9
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-10-01,51,46.0,31.0,20.0,35.0,72.0,50.0,38.0,35.0,35.0,39.0,41.0,47.0,32.333333333333336,13.051181300301261,1,10
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-11-01,38,51.0,46.0,31.0,20.0,35.0,72.0,50.0,38.0,35.0,35.0,39.0,41.0,42.666666666666664,10.408329997330663,0,11
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-12-01,41,38.0,51.0,46.0,31.0,20.0,35.0,72.0,50.0,38.0,35.0,35.0,39.0,45.0,6.557438524302,2,12
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-01-01,47,41.0,38.0,51.0,46.0,31.0,20.0,35.0,72.0,50.0,38.0,35.0,35.0,43.333333333333336,6.8068592855540455,2,1
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-02-01,33,47.0,41.0,38.0,51.0,46.0,31.0,20.0,35.0,72.0,50.0,38.0,35.0,42.0,4.58257569495584,0,2
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-03-01,34,33.0,47.0,41.0,38.0,51.0,46.0,31.0,20.0,35.0,72.0,50.0,38.0,40.333333333333336,7.023769168568493,4,3
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-04-01,36,34.0,33.0,47.0,41.0,38.0,51.0,46.0,31.0,20.0,35.0,72.0,50.0,38.0,7.810249675906654,2,4
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-05-01,35,36.0,34.0,33.0,47.0,41.0,38.0,51.0,46.0,31.0,20.0,35.0,72.0,34.333333333333336,1.5275252316519465,0,5
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-06-01,47,35.0,36.0,34.0,33.0,47.0,41.0,38.0,51.0,46.0,31.0,20.0,35.0,35.0,1.0,1,6
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-07-01,39,47.0,35.0,36.0,34.0,33.0,47.0,41.0,38.0,51.0,46.0,31.0,20.0,39.333333333333336,6.658328118479393,0,7
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-08-01,40,39.0,47.0,35.0,36.0,34.0,33.0,47.0,41.0,38.0,51.0,46.0,31.0,40.333333333333336,6.110100926607787,0,8
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-09-01,31,40.0,39.0,47.0,35.0,36.0,34.0,33.0,47.0,41.0,38.0,51.0,46.0,42.0,4.358898943540674,0,9
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-10-01,51,31.0,40.0,39.0,47.0,35.0,36.0,34.0,33.0,47.0,41.0,38.0,51.0,36.666666666666664,4.932882862316248,1,10
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-11-01,40,51.0,31.0,40.0,39.0,47.0,35.0,36.0,34.0,33.0,47.0,41.0,38.0,40.666666666666664,10.016652800877813,0,11
KILBURN,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-12-01,51,40.0,51.0,31.0,40.0,39.0,47.0,35.0,36.0,34.0,33.0,47.0,41.0,40.666666666666664,10.016652800877813,2,12
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-07-01,11,4.0,6.0,15.0,18.0,17.0,9.0,10.0,16.0,21.0,17.0,16.0,15.0,8.333333333333334,5.8594652770823155,0,7
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-08-01,16,11.0,4.0,6.0,15.0,18.0,17.0,9.0,10.0,16.0,21.0,17.0,16.0,7.0,3.605551275463989,0,8
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-09-01,13,16.0,11.0,4.0,6.0,15.0,18.0,17.0,9.0,10.0,16.0,21.0,17.0,10.333333333333334,6.027713773341708,0,9
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-10-01,13,13.0,16.0,11.0,4.0,6.0,15.0,18.0,17.0,9.0,10.0,16.0,21.0,13.333333333333334,2.516611478423583,1,10
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-11-01,24,13.0,13.0,16.0,11.0,4.0,6.0,15.0,18.0,17.0,9.0,10.0,16.0,14.0,1.7320508075688772,0,11
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-12-01,22,24.0,13.0,13.0,16.0,11.0,4.0,6.0,15.0,18.0,17.0,9.0,10.0,16.666666666666668,6.3508529610858835,2,12
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-01-01,18,22.0,24.0,13.0,13.0,16.0,11.0,4.0,6.0,15.0,18.0,17.0,9.0,19.666666666666668,5.8594652770823155,2,1
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-02-01,15,18.0,22.0,24.0,13.0,13.0,16.0,11.0,4.0,6.0,15.0,18.0,17.0,21.333333333333332,3.0550504633038935,0,2
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-03-01,13,15.0,18.0,22.0,24.0,13.0,13.0,16.0,11.0,4.0,6.0,15.0,18.0,18.333333333333332,3.5118845842842465,4,3
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-04-01,18,13.0,15.0,18.0,22.0,24.0,13.0,13.0,16.0,11.0,4.0,6.0,15.0,15.333333333333334,2.516611478423583,2,4
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-05-01,19,18.0,13.0,15.0,18.0,22.0,24.0,13.0,13.0,16.0,11.0,4.0,6.0,15.333333333333334,2.516611478423583,0,5
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-06-01,15,19.0,18.0,13.0,15.0,18.0,22.0,24.0,13.0,13.0,16.0,11.0,4.0,16.666666666666668,3.2145502536643185,1,6
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-07-01,11,15.0,19.0,18.0,13.0,15.0,18.0,22.0,24.0,13.0,13.0,16.0,11.0,17.333333333333332,2.081665999466133,0,7
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-08-01,19,11.0,15.0,19.0,18.0,13.0,15.0,18.0,22.0,24.0,13.0,13.0,16.0,15.0,4.0,0,8
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-09-01,18,19.0,11.0,15.0,19.0,18.0,13.0,15.0,18.0,22.0,24.0,13.0,13.0,15.0,4.0,0,9
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-10-01,17,18.0,19.0,11.0,15.0,19.0,18.0,13.0,15.0,18.0,22.0,24.0,13.0,16.0,4.358898943540674,1,10
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-11-01,22,17.0,18.0,19.0,11.0,15.0,19.0,18.0,13.0,15.0,18.0,22.0,24.0,18.0,1.0,0,11
KILBURN,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-12-01,16,22.0,17.0,18.0,19.0,11.0,15.0,19.0,18.0,13.0,15.0,18.0,22.0,19.0,2.6457513110645907,2,12
KILBURN,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-12-01,2,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.6666666666666667,0.5773502691896257,2,12
KILKENNY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-04-01,4,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.3333333333333335,4.041451884327381,2,4
KILKENNY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-05-01,2,4.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,4.333333333333333,3.5118845842842465,0,5
KILKENNY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-06-01,1,2.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.666666666666667,3.0550504633038935,1,6
KILKENNY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-07-01,3,1.0,2.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.3333333333333335,1.5275252316519468,0,7
KILKENNY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-08-01,1,3.0,1.0,2.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0,8
KILKENNY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-09-01,1,1.0,3.0,1.0,2.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.6666666666666667,1.1547005383792517,0,9
KILKENNY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-10-01,1,1.0,1.0,3.0,1.0,2.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,1.1547005383792515,1,10
KILKENNY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-11-01,2,1.0,1.0,1.0,3.0,1.0,2.0,4.0,8.0,1.0,1.0,1.0,2.0,1.0,0.0,0,11
KILKENNY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-12-01,1,2.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,8.0,1.0,1.0,1.0,1.3333333333333333,0.5773502691896257,2,12
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-07-01,3,3.0,1.0,2.0,1.0,1.0,7.0,14.0,4.0,9.0,5.0,7.0,3.0,2.0,1.0,0,7
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-08-01,4,3.0,3.0,1.0,2.0,1.0,1.0,7.0,14.0,4.0,9.0,5.0,7.0,2.3333333333333335,1.1547005383792515,0,8
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-09-01,3,4.0,3.0,3.0,1.0,2.0,1.0,1.0,7.0,14.0,4.0,9.0,5.0,3.3333333333333335,0.5773502691896257,0,9
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-10-01,5,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,7.0,14.0,4.0,9.0,3.3333333333333335,0.5773502691896257,1,10
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-11-01,2,5.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,7.0,14.0,4.0,4.0,1.0,0,11
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-12-01,3,2.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,7.0,14.0,3.3333333333333335,1.5275252316519468,2,12
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-01-01,8,3.0,2.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,7.0,3.3333333333333335,1.5275252316519468,2,1
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-02-01,3,8.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,4.333333333333333,3.2145502536643185,0,2
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-03-01,7,3.0,8.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,4.666666666666667,2.886751345948129,4,3
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-04-01,4,7.0,3.0,8.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,6.0,2.6457513110645907,2,4
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-05-01,1,4.0,7.0,3.0,8.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,1.0,4.666666666666667,2.0816659994661326,0,5
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-06-01,2,1.0,4.0,7.0,3.0,8.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,1,6
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-07-01,1,2.0,1.0,4.0,7.0,3.0,8.0,3.0,2.0,5.0,3.0,4.0,3.0,2.3333333333333335,1.5275252316519468,0,7
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-08-01,7,1.0,2.0,1.0,4.0,7.0,3.0,8.0,3.0,2.0,5.0,3.0,4.0,1.3333333333333333,0.5773502691896257,0,8
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-09-01,6,7.0,1.0,2.0,1.0,4.0,7.0,3.0,8.0,3.0,2.0,5.0,3.0,3.3333333333333335,3.2145502536643185,0,9
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-10-01,6,6.0,7.0,1.0,2.0,1.0,4.0,7.0,3.0,8.0,3.0,2.0,5.0,4.666666666666667,3.2145502536643185,1,10
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-11-01,3,6.0,6.0,7.0,1.0,2.0,1.0,4.0,7.0,3.0,8.0,3.0,2.0,6.333333333333333,0.5773502691896257,0,11
KILKENNY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-12-01,2,3.0,6.0,6.0,7.0,1.0,2.0,1.0,4.0,7.0,3.0,8.0,3.0,5.0,1.7320508075688772,2,12
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-08-01,2,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,7.0,1.0,3.0,4.0,1.3333333333333333,0.5773502691896257,0,8
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-10-01,2,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,7.0,1.0,3.0,1.6666666666666667,0.5773502691896257,1,10
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-12-01,2,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,7.0,1.0,2.0,0.0,2,12
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-01-01,5,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,7.0,2.0,0.0,2,1
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-02-01,3,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,1.7320508075688772,0,2
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-03-01,2,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.3333333333333335,1.5275252316519468,4,3
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-04-01,2,2.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.3333333333333335,1.5275252316519468,2,4
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-05-01,2,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.3333333333333335,0.5773502691896257,0,5
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-07-01,2,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0,7
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-09-01,4,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0,9
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-10-01,3,4.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.6666666666666665,1.1547005383792515,1,10
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-11-01,1,3.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,0,11
KILKENNY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-12-01,2,1.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.6666666666666665,1.5275252316519468,2,12
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-07-01,21,18.0,25.0,10.0,19.0,15.0,10.0,27.0,20.0,15.0,25.0,20.0,13.0,17.666666666666668,7.505553499465135,0,7
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-08-01,14,21.0,18.0,25.0,10.0,19.0,15.0,10.0,27.0,20.0,15.0,25.0,20.0,21.333333333333332,3.5118845842842465,0,8
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-09-01,14,14.0,21.0,18.0,25.0,10.0,19.0,15.0,10.0,27.0,20.0,15.0,25.0,17.666666666666668,3.5118845842842465,0,9
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-10-01,9,14.0,14.0,21.0,18.0,25.0,10.0,19.0,15.0,10.0,27.0,20.0,15.0,16.333333333333332,4.041451884327381,1,10
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-11-01,21,9.0,14.0,14.0,21.0,18.0,25.0,10.0,19.0,15.0,10.0,27.0,20.0,12.333333333333334,2.8867513459481287,0,11
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-12-01,22,21.0,9.0,14.0,14.0,21.0,18.0,25.0,10.0,19.0,15.0,10.0,27.0,14.666666666666666,6.027713773341708,2,12
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-01-01,16,22.0,21.0,9.0,14.0,14.0,21.0,18.0,25.0,10.0,19.0,15.0,10.0,17.333333333333332,7.234178138070235,2,1
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-02-01,36,16.0,22.0,21.0,9.0,14.0,14.0,21.0,18.0,25.0,10.0,19.0,15.0,19.666666666666668,3.2145502536643185,0,2
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-03-01,18,36.0,16.0,22.0,21.0,9.0,14.0,14.0,21.0,18.0,25.0,10.0,19.0,24.666666666666668,10.263202878893768,4,3
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-04-01,23,18.0,36.0,16.0,22.0,21.0,9.0,14.0,14.0,21.0,18.0,25.0,10.0,23.333333333333332,11.015141094572204,2,4
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-05-01,36,23.0,18.0,36.0,16.0,22.0,21.0,9.0,14.0,14.0,21.0,18.0,25.0,25.666666666666668,9.291573243177568,0,5
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-06-01,17,36.0,23.0,18.0,36.0,16.0,22.0,21.0,9.0,14.0,14.0,21.0,18.0,25.666666666666668,9.291573243177568,1,6
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-07-01,22,17.0,36.0,23.0,18.0,36.0,16.0,22.0,21.0,9.0,14.0,14.0,21.0,25.333333333333332,9.71253485622231,0,7
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-08-01,17,22.0,17.0,36.0,23.0,18.0,36.0,16.0,22.0,21.0,9.0,14.0,14.0,25.0,9.848857801796104,0,8
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-09-01,21,17.0,22.0,17.0,36.0,23.0,18.0,36.0,16.0,22.0,21.0,9.0,14.0,18.666666666666668,2.886751345948129,0,9
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-10-01,25,21.0,17.0,22.0,17.0,36.0,23.0,18.0,36.0,16.0,22.0,21.0,9.0,20.0,2.6457513110645907,1,10
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-11-01,14,25.0,21.0,17.0,22.0,17.0,36.0,23.0,18.0,36.0,16.0,22.0,21.0,21.0,4.0,0,11
KILKENNY,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-12-01,20,14.0,25.0,21.0,17.0,22.0,17.0,36.0,23.0,18.0,36.0,16.0,22.0,20.0,5.5677643628300215,2,12
KILKENNY,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-07-01,5,9.0,4.0,10.0,5.0,2.0,6.0,6.0,1.0,3.0,3.0,3.0,4.0,7.666666666666667,3.2145502536643185,0,7
KILKENNY,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-08-01,2,5.0,9.0,4.0,10.0,5.0,2.0,6.0,6.0,1.0,3.0,3.0,3.0,6.0,2.6457513110645907,0,8
KILKENNY,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-09-01,4,2.0,5.0,9.0,4.0,10.0,5.0,2.0,6.0,6.0,1.0,3.0,3.0,5.333333333333333,3.5118845842842465,0,9
KILKENNY,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-10-01,5,4.0,2.0,5.0,9.0,4.0,10.0,5.0,2.0,6.0,6.0,1.0,3.0,3.6666666666666665,1.5275252316519468,1,10
KILKENNY,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-11-01,2,5.0,4.0,2.0,5.0,9.0,4.0,10.0,5.0,2.0,6.0,6.0,1.0,3.6666666666666665,1.5275252316519468,0,11
KILKENNY,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-12-01,2,2.0,5.0,4.0,2.0,5.0,9.0,4.0,10.0,5.0,2.0,6.0,6.0,3.6666666666666665,1.5275252316519468,2,12
KILKENNY,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-01-01,5,2.0,2.0,5.0,4.0,2.0,5.0,9.0,4.0,10.0,5.0,2.0,6.0,3.0,1.7320508075688772,2,1
KILKENNY,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-02-01,6,5.0,2.0,2.0,5.0,4.0,2.0,5.0,9.0,4.0,10.0,5.0,2.0,3.0,1.7320508075688772,0,2
KILKENNY,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-03-01,3,6.0,5.0,2.0,2.0,5.0,4.0,2.0,5.0,9.0,4.0,10.0,5.0,4.333333333333333,2.0816659994661326,4,3
